0.109649123,-1.958333333,-1.127192982,-1.51754386,-1.603070175,-1.144736842,-0.254385965,-1.48245614,-1.855263158,-0.839912281,-1.870614035,-1.188596491,-1.598684211,-2.458333333,1.824561404,1.23245614,2.934210526,-3.350877193,-2.096491228,0.129385965
-0.635643564,-1.106930693,-0.784158416,-0.637623762,-1.916831683,-0.675247525,-0.495049505,-1.592079208,-0.099009901,-0.891089109,-1.188118812,-0.217821782,-0.467326733,-0.603960396,-1.134653465,-0.572277228,-0.61980198,-1.178217822,-0.522772277,-0.712871287
-1.624463519,-1.849785408,-1.778969957,-2.030042918,-3.68776824,-1.686695279,-1.830472103,-2.765021459,-2.154506438,-2.004291845,-1.877682403,-2.238197425,-2.378755365,-2.595493562,-2.451716738,-0.83583691,-1.223175966,-4.25,-2.763948498,-1.27360515
-0.566037736,-0.570754717,-1.075471698,-0.962264151,-1.08490566,-0.471698113,-0.70754717,-1.613207547,-0.183962264,-1.212264151,-1.25,-1.099056604,-0.731132075,-1.226415094,-1.45754717,-0.811320755,-0.778301887,-0.966981132,-1.009433962,-1.08490566
-0.571428571,-0.994897959,-1.204081633,-1.316326531,-1.520408163,-0.954081633,-1.005102041,-1.193877551,-0.704081633,-0.867346939,-1.132653061,-1.193877551,-0.770408163,-1.193877551,-1.632653061,-0.81122449,-0.903061224,-1.892857143,-1.362244898,-0.637755102
-0.663101604,-1.096256684,-0.994652406,-1.22459893,-0.903743316,-1.016042781,-1.085561497,-1.272727273,-0.203208556,-0.673796791,-1.294117647,-1.117647059,-0.417112299,-0.951871658,-1.71657754,-0.893048128,-0.92513369,-1.310160428,-0.79144385,-0.786096257
-0.337711069,-0.649155722,-0.454033771,-0.679174484,-1.69793621,-0.587242026,-0.508442777,-1.148217636,-0.594746717,-0.876172608,-0.932457786,-0.574108818,-0.692307692,-1.03564728,-1.005628518,-0.343339587,-0.39587242,-1.953095685,-0.795497186,-0.756097561
-0.76523702,-1.171557562,-1.521444695,-1.465011287,-1.855530474,-1.250564334,-1.088036117,-1.866817156,-0.943566591,-1.189616253,-1.316027088,-1.386004515,-1.029345372,-1.544018059,-2.221218962,-1.221218962,-1.20993228,-2.401805869,-1.32731377,-1.171557562
-0.309114927,-0.677675033,-0.966974901,-0.49669749,-2.042272127,-0.754293263,-0.93659181,-1.143989432,-0.515191546,-1.262879789,-1.177014531,-1.305151915,-0.852047556,-1.009247028,-0.673712021,-0.72655218,-0.376486129,-0.821664465,-0.723910172,-0.87318362
-0.482866044,-0.647975078,-0.651090343,-1.137071651,-1.348909657,-0.769470405,-1.249221184,-1.242990654,-0.507788162,-0.934579439,-1.068535826,-0.968847352,-0.22741433,-0.514018692,-1.14953271,-0.46105919,-0.520249221,-1.470404984,-0.741433022,-0.669781931
