-0.680851064,-1.080851064,-1.09787234,-0.978723404,-1.34893617,-0.791489362,-0.838297872,-1.514893617,-0.8,-1.165957447,-1.327659574,-0.680851064,-0.736170213,-1.306382979,-1.10212766,-0.731914894,-0.646808511,-1.757446809,-1.093617021,-1.008510638
-0.712987013,-0.379220779,-0.490909091,-0.623376623,-0.801298701,-0.023376623,-0.122077922,-1.215584416,-0.12987013,-1.203896104,-1.331168831,-0.436363636,-0.550649351,-1.138961039,-0.471428571,-0.341558442,-0.409090909,-1.823376623,-0.650649351,-0.984415584
-0.120967742,-0.625,-1.072580645,-1.112903226,-1.875,-0.64516129,-0.818548387,-1.064516129,-0.810483871,-1.088709677,-0.842741935,-0.72983871,-0.657258065,-1.141129032,-0.633064516,-0.254032258,-0.39516129,-1.641129032,-1.213709677,-0.713709677
-0.406698565,-1.337662338,0.069036227,0.36226931,-1.544771018,-0.652084757,-0.679425837,-0.580997949,-1.160628845,-0.926179084,-1.326725906,-1.085440875,-1.120300752,-1.138755981,-0.836637047,-0.300068353,-0.025290499,-1.533834586,-0.838004101,-0.698564593
-0.367213115,-0.644262295,-1.549180328,-1.429508197,-2.755737705,-0.955737705,-0.942622951,-1.860655738,-1.431147541,-1.283606557,-1.063934426,-1.247540984,-0.86557377,-1.550819672,-1.675409836,-0.752459016,-0.963934426,-2.536065574,-1.740983607,-0.916393443
-0.164983165,-1.601571268,-1.434343434,-1.703703704,-1.508417508,-1.41301908,-1.320987654,-1.663299663,-1.499438833,-1.063973064,-1.379349046,-1.337822671,-0.932659933,-1.960718294,-2.140291807,-0.85634119,-0.801346801,-2.988776655,-1.748597082,-0.953984287
-0.386363636,-1.409090909,-0.971590909,-0.875,-1.6875,-1.039772727,-0.926136364,-1.176136364,-1.181818182,-0.965909091,-1.096590909,-0.738636364,-0.897727273,-1.159090909,-1.363636364,-0.511363636,-0.613636364,-2.193181818,-1.397727273,-0.551136364
-0.574358974,-1.287179487,-1.282051282,-1.276923077,-1.517948718,-1.128205128,-1.169230769,-1.61025641,-0.933333333,-1.174358974,-1.302564103,-0.979487179,-0.892307692,-1.41025641,-1.482051282,-0.897435897,-0.784615385,-1.974358974,-1.415384615,-0.958974359
-0.71957672,-1.529100529,-1.275132275,-1.17989418,-1.582010582,-1.238095238,-1.185185185,-1.693121693,-0.957671958,-1.285714286,-1.402116402,-1.047619048,-0.952380952,-1.476190476,-1.650793651,-1.042328042,-0.788359788,-2.031746032,-1.529100529,-1.063492063
0.306010929,-1.038251366,-0.841530055,-1.218579235,-1.961748634,-0.62295082,-0.737704918,-1.25136612,-1.163934426,-0.901639344,-0.781420765,-0.81420765,-0.633879781,-1.56284153,-1.666666667,-0.229508197,-0.43715847,-2.540983607,-1.360655738,-0.644808743
0.387096774,-1.14516129,-0.951612903,-1.301075269,-2.091397849,-0.725806452,-0.85483871,-1.327956989,-1.317204301,-1.11827957,-0.887096774,-0.887096774,-0.844086022,-1.693548387,-1.731182796,-0.193548387,-0.451612903,-2.747311828,-1.548387097,-0.747311828
